"rt-26e7d59ea04b3dac1757e284574036ca","that's only three times. the demise of the ussr in the '90s was the end result of the cold war. and, yes, with complete courage, i would delete stalin from the list of greats produced by russia. he wasn't russian for starters. he was a monster who surrounded himself with monsters, and at times exhibited a high degree of incompetence. khrushchev was right about him.  russians are a heroic people and the demoralized west needs to address her with the utmost respect. no country in recent history has recovered with such miraculous speed as russia after being devastated four times in the 20th century: wwi, wwii, cold war, demise of the ussr in 1990s. that's one . now the second one to never forget. name a country that has bred such titanic leaders as peter the great; catherine the great; lenin; stalin (yes, please show the courage not to delete); and putin. five giant figures unequaled in any country.  putin lied when he earlier claimed that russian troops weren't in crimea outside their bases. now he admits his lie on tv.  the right man in the right place .stay there . the entire. world is not only taking note but is also taking sides .stand up to the right fascist sector .the future needs courageous people like putin of russian federation and all the ukrainians who fought nazi hordes the brave ukrainians blood is still flowing in veins of present generations i have met people in west who laments that back in nineties they were lured to the capitalism luxuries but what they got we're not even peanuts."
"rt-ab279999293286baeb88317679e1877b","they all liars. obama, mccain, putin, lavrov, kerry, assad, all of muslim, leadership, jews, saudi, progressives, socialists, commies, all of them. most good average people who do not fall in love with political partys are the honest ones. snowden is a traitor and a coward who deserves to die. putin has him on strings as he is putin's puppet but snowden is too stupid to see it. what a fool!  some people in the west won't ever believe anything you tell them about russia because they have 40 years of lies and propaganda about the ussr drilled into their head, and need an enemy to justify their bloated war department spending. while every other country has been doing away with their war department spending, because it is obsolete when each side has 1600 nukes, the u.s. has been able to keep this spending going, to enrich the few at the expense of the many.  holly, i salute your comment. in place of voting on comments today, i'll bump your comment up."
"rt-3a173f3122da2a7816abe72885e4f593","anders fogh rasmussen reminds me of rudolf hess, the nazi politician, second in command to hitler. after he secretely taped the discussion with mr putin how can anyone trust this crook? has the west lost its moral compass? the answer is yes !! obama backed the al nusra and al qaeda jihadists in syria to topple asad but he failed because mr putin outplayed the wh fool. then he backed the neo-nazi to topple an elected president of ukraine. even victoria nuland and the us ambassador discussed who to form the interim govt. the us has staged coups in many countries since 1953 when it toppled the iran govt.  nigel, this is probably a joke - but why take a chance ?so, as a romanian guy, i warmly invite you to go frack yourself, buddy! if we were to judge all brits after their (w)horrific pm, that simpering, say-anything, dough-faced, insincere, preposterous waddling idiot, how fun would it be ? luckily, we shall abstain from such incoherent extrapolations. try the same, it will do you good. other than that, huge respect for mr putin for his recent positions on syria, edward snowden, ukraine !  could someone make a list of ex-cia people in the us government? neither the kgb nor the cia were angels, killing adversaries or simply wrecking the lives of those who they thought might be non-conformists. the kgb was not any worse than the cia, so what's the big deal of vladimir being ex-kgb?  hey, wana do some research before u make a fool of urself? like how when the nazis were beat, goverments fought over who gets to keep the scientist from germany, cuz they are super smart and able to build stuff u cant even dream of, including and not limited to nuclear wepons, biological wepons, genetic mutation, etc.. they did all thous test on jews, yet were given more money to join other countries. it was a job to keep urself relevent and alive... or just nuutjobs who can deal with other nuutjobs... live on free america your always one step ahead of all the evil that u create so it doesnt tie it to yourself!  how tiresome of the western media and some commentators here -always reminding everyone that, at one time in the past, mr putin worked for kgb. these people have nothing sensible or worthwhile to say - so they keep regurgitating those sad old lines... an d what if he did?! what of it?! that was a long, long time ago, and we need to move on, just as he did !!! now he has a new job! - running the country - let him get on with it!"
"cnn-0b1fa204ad42a3d4c2f1df7e843d101b","(cnn) -- mystery surrounds a shooting incident on a country road in eastern ukraine that left several people dead and ratcheted up tensions in the region, where pro-russian groups have seized government buildings and set up roadblocks in defiance of authorities in the ukrainian capital, kiev. in the early hours of sunday morning, according to pro-russian groups in the town of slaviansk, one of their roadblocks to the west of the town came under attack. they say three or four vehicles approached the roadblock, and their occupants opened fire on the barricades' defenders. pro-russian protesters at the roadblock told cnn on sunday that as the attack got under way, they called for support, and armed men arrived to engage the attackers. two burned-out cars were still at the scene sunday afternoon, one of them riddled with bullet holes on one side. the sides gave conflicting reports on the casualties. local pro-russian officials say three defenders at the barricades were killed, as well as two of the attackers.  a statement on the interior ministry's website said that four cars with unknown occupants approached a checkpoint at the entrance to the city and opened fire on people manning it, and shots were returned. three people were killed and three were wounded, that statement said. two of the wounded received medical care but refused to be sent to the hospital. there were about a dozen people in two cars that drove away from the scene in the direction of the kharkiv region, according to the statement, and the two remaining cars at the scene were set on fire and destroyed. cnn has been unable to confirm the number of dead. efforts to contact the hospital in slaviansk were unsuccessful. but pro-russian leaders in slaviansk displayed a body briefly outside the state security building in the town, which they have occupied for a week. they said the body was one of the alleged assailants. along with the body, they displayed what they claimed were an identity tag and card as evidence that the attack was carried out by the ultranationalist ukrainian right sector, along with substantial amounts of u.s. cash and ammunition. the right sector immediately denied any of its members were in the area. the information that one of our members was shot in slaviansk is false, said borislav bereza, head of the information department for right sector. we don't have id cards with numbers. we only have id cards with letters, where we mention the department where the person works, said bereza. cnn called the number on the calling card and reached a woman who seemed to be surprised she had been called. she said that she was in kiev and had no relation to anyone in right sector. the ukrainian state security service, the sbu, said in a statement that armed offenders and saboteurs who are terrorizing the local population in slaviansk had resorted to cynical provocation. it said one person had died in the incident. in the hours after the attack, the self-declared mayor of slaviansk, vyacheslav ponomarev, called for a russian peacekeeping force to protect against the national guard and the right sector. the local leadership of the pro-russian armed militants and protesters who hold several buildings in and around slaviansk has declared a midnight to 6 a.m. curfew in the wake of the shooting. the shooting is the second deadly incident in the last four days in eastern ukraine. on wednesday night, three people were killed during a demonstration outside a ukrainian military base in the southern city of mariupol. they appear to have been shot dead by ukrainian soldiers after attempting to break into the base and throwing molotov cocktails over its walls. the two sides in the crisis invariably give very different accounts of incidents of violence. pro-russian groups see the hand of fascists from kiev in many of the incidents, while ukrainian officials insist that russian special forces have been sent to ukraine to stir up trouble. as the occupation of buildings continued in about a dozen towns and cities across eastern ukraine, interior minister arsen avakov announced on his facebook page that he was traveling to eastern ukraine to inspect the readiness of troops. international monitors from the organization for security and co-operation in europe continue to visit many of the affected towns, but have had no success so far in persuading groups that have taken over buildings to relinquish them. the osce presence was mandated by an agreement among russia, the united states and the european union last week to try to negotiate the handover of the buildings. in three towns, pro-russian protesters and militants have made it clear to cnn they have no intention of moving until the illegal government in kiev also moves out of official buildings. putin's 'final destination' on sunday, ukrainian prime minister arseniy yatsenyuk appeared on nbc's meet the press. (russian) president (vladimir) putin has a dream to restore the soviet union, he said. and every day, he goes further and further. and god knows where is the final destination. the world has a reason to be concerned about putin's intention, yatsenyuk said. because what russian federation did, they undermined the global stability. the united states is trying diplomatic measures to reduce tensions in ukraine. geoffrey pyatt, the u.s. ambassador to ukraine, told cnn's candy crowley on sunday that he's seen progress to that end. he had just met with ukrainian foreign minister andriy deshchytsia and the ambassador who heads the osce's special monitoring mission, along with his european union and russian counterparts. i think we all reaffirmed today in this setting our collective commitment to trying to make the geneva framework a success, he said on cnn's state of the union. there are obviously some real challenges at this point, including the violence in slaviansk. but we also believe that there has been some progress. i'm seeing reports this morning that at least one of these (occupied) government buildings now has a ukrainian flag flying over it, he said. and the osce has monitors on the ground who are reaching out, engaging with local political elites, seeing if there's a way to de-escalate the crisis. there is no military solution to the crisis, pyatt said. it has to be solved through diplomacy."
"ibtimes-au-ffa8bc8c3af001c9e39431a4a42b4871","and the united states signed off on the agreement in geneva on thursday designed to lower tension in the worst confrontation between russia and the west since the cold war. the agreement calls for occupied buildings to be vacated under the auspices of envoys from the organization for security and cooperation in europe. but no sooner had the accord been signed than both sides accused the other of breaking it, while the pro-moscow rebels disavowed the pledge to withdraw from occupied buildings. an osce mediator, mark etherington, held his first meeting with the leader of separatists in slaviansk, a town which rebels have turned into a heavily-fortified redoubt. etherington said he had asked the pro-russian self-proclaimed people's mayor of the town, vyacheslav ponomaryov, whether he would comply with the geneva agreement, but gave no hint about the response. ponomaryov later told a news conference: we did not negotiate, we talked. we told them our position, what happened here, and they told us about their plans. etherington said he had also asked about people being held in slaviansk, including the woman who was serving as mayor until the uprising. her fate has not been made clear. in other signs the geneva accord was far from being implemented, activists in slaviansk brought up trucks laden with sand and were filling sandbags to reinforce their barricades. in nearby kramatorsk, local media showed masked gunmen taking over the office of the sbu security service in the town, and leading away a civilian identified as the local police chief. separatists told reuters they would not disarm until right sector, a ukrainian nationalist group based in western ukraine, did so first. who should surrender weapons first? let us see right sector disarm first, let them make the first step and we will follow, said yevgeny gordik, a member of a separatist militia. we need dialogue. this is not dialogue. it is monologue. russia says right sector members have threatened russian speakers. kiev and western countries say the threat is largely invented by russian state-run media to justify moscow's intervention and cause alarm in russian speaking areas. moscow blames right sector for a shooting on easter sunday morning, when at least three people were killed at a checkpoint manned by armed separatists. right sector denies involvement, while kiev said russia provoked the violence. u.s. secretary of state john kerry urged his russian counterpart sergei lavrov on monday to help implement the geneva deal, including by publicly calling on separatists to vacate illegal buildings and checkpoints, spokeswoman jen psaki said. in its account of their telephone conversation, the russian foreign ministry said lavrov had called on kerry to influence kiev, not let hotheads there provoke a bloody conflict and to encourage it to fulfil its obligations unflaggingly. one european diplomat said the deal was a way for russian president vladimir putin to buy time and undermine momentum towards tougher sanctions: talks and compromises are just part of his tactics, said the diplomat. he wants to have ukraine. soldiers freed. the slaviansk separatists released around a dozen ukrainian soldiers in blue uniforms on monday, without making clear the circumstances under which they had been held. gordik said armoured vehicles that were surrendered by a column of ukrainian paratroops last week would stay in the town. putin announced last month that moscow has the right to intervene in its neighbours to protect russian speakers. he then annexed ukraine's crimea peninsula. moscow has since massed tens of thousands of troops on the ukrainian border, and kiev and its western allies say russian agents are directing the uprising in the east, including the green men - heavily armed, masked gunmen in unmarked uniforms. in his latest move, likely to be seen by the west as a further threat to the post-cold war order, putin signed a law on monday making it easier for russian speakers across the former soviet union to obtain russian citizenship. [id:nl6n0nd0wh] eastern ukraine is largely russian-speaking and many residents are suspicious of the pro-european government that took power in kiev in february when moscow-backed president viktor yanukovich fled the country after mass protests. separatists have declared an independent people's republic of donetsk in the east's biggest province and have named themselves to official posts in towns and cities, setting up checkpoints and flying russian flags over government buildings. there is also some support for ukrainian unity in the region, but pro-kiev activists have had a lower profile since the separatists took up arms. one activist who helped organise a unity rally in rubizhne, a town in the eastern luhansk region, told ukraine's channel 5 television that separatists attacked it, forcing the rally to disperse. local police said a policeman was hurt when unidentified people tried to disrupt the rally. in the regional capital luhansk, interfax-ukraine news agency said a meeting of about 3,000 people in the local sbu headquarters had elected a people's governor and voted to hold a two-stage referendum next month on union with russia. ukraine announced an operation to retake rebel-held territory earlier this month, but that modest effort largely collapsed in disarray. kiev has declared an easter truce, though it is far from clear it could muster any real force if it tried. the army is ill-equipped, untested and untrained for domestic operations, while the government in kiev doubts the loyalty of the police. the united states and eu have imposed visa bans and asset freezes on some russians over the annexation of crimea, measures explicitly designed not to have wider economic impact and which have been mocked as pointless by moscow. washington and brussels both say they are working on tougher measures they will impose unless russia's allies in eastern ukraine back down, although building a consensus is tricky in europe where many countries rely on russian energy exports. the osce, a european security body that includes both nato members and russia, has so far deployed around 100 monitors and mediators in ukraine and expects their number to rise. an osce spokesman said the mediators were visiting separatist-occupied buildings with copies of last week's geneva accord to explain it to the people inside. it's a mixed experience dealing with checkpoints and so forth and there is a varying reaction to teams. there is a hardened attitude in donetsk or slaviansk but some other areas are more accommodating, spokesman michael bociurkiw said. when teams go to smaller centres people are more willing to talk."
"post-gazette-075b4e290b7967ff66c2ff97ce9628da","slovyansk, ukraine -- russia on thursday began military drills on its border with ukraine as the government there mobilized against pro-russian militants, killing as many as five people, according to ukrainian officials. russian president vladimir putin condemned the ukrainian actions, and his top deputies said a ukrainian mobilization in the restive eastern part of the country would draw a russian response. the tit-for-tat military movements brought the two sides closer to a direct armed confrontation in a standoff that analysts call one of the most dangerous on european soil since the end of the cold war. if the kiev regime has started to use the army against the population inside the country, it beyond any doubt is a very serious crime, mr. putin said at a media forum in st. petersburg. he added that if ukrainian authorities escalated the confrontation, there would be consequences. after a day of increasingly dire reports from the ground, the obama administration struck back, at least verbally. if russia continues in this direction, it will not just be a grave mistake, it will be an expensive mistake, secretary of state john kerry said in washington. although he announced no new sanctions, mr. kerry said the window [for russia] to change course is closing. .... we are ready to act. the pro-russian activists were killed in fighting at three checkpoints surrounding the city of slovyansk, and one ukrainian soldier was wounded, the ukrainian interior ministry said in a statement. the violence broke out as security forces attempted to dislodge protesters and pro-russian militants who have encamped in cities across eastern ukraine, with other fighting reported at an arms depot and a city hall. the russian military launched the tactical drills in the regions bordering ukraine in response to the events, russian defense minister sergei shoigu said at a meeting in moscow. if ukraine's war machine does not halt, it will lead to a large number of casualties, he said. we have to react to such a development. the russian defense minister said the drills would include aerial exercises near the border. the leading candidate in ukraine's upcoming presidential election, former foreign minister petro poroshenko, said three russian military helicopters crossed the border and entered ukrainian airspace. he said the incident was being investigated. ukraine wants russia to stop the constant threats and blackmail and to withdraw its troops from the border, ukraine's acting president, oleksandr turchynov, said thursday. a senior u.s. official said the united states is aware of reports of helicopter incursions into ukrainian airspace but could not confirm them. that said, we are watching russian troop movements on the border with great concern, the official said. any further russian military intervention into ukraine would be a grave mistake. mr. kerry held russia fully responsible for the escalating violence. this is a full-throated effort to actively sabotage the democratic process through gross external intimidation, he said. u.s. intelligence has reported that russian intelligence and special operations forces are playing an active role in eastern ukraine. nobody should doubt russia's hand in it, including with personnel, weapons, money and coordination of separatist actions, mr. kerry said. fully supporting charges levied by the ukraine government, mr. kerry cited intercepted communications between known russian agents and separatists in ukraine as well as extensive social media photographs of russian special operations members on the ground. noting that it has been a full week since russia agreed in a geneva meeting with the united states, ukraine and europe to help avoid further escalation, mr. kerry said the accord mr. putin's government signed is not open to interpretation. it is not vague. it is not subjective. it is not optional. while the ukrainian government has kept its commitments to begin a process of constitutional reform and respect minority rights, russia has put its faith in distraction, deception and destabilization. ... [and] refused to take a single concrete step in the right direction, mr. kerry said. president barack obama said wednesday that a new round of sanctions against russian individuals had already been drawn up, and mr. kerry said previous measures have already damaged russia's first-quarter economy, including growth estimates revised downward by 2 to 3 percentage points and $70 billion in capital that has fled the russian financial system. in a tokyo news conference at the first stop on his asia trip, mr. obama said the united states has teed up additional sanctions that could be imposed against russia unless mr. putin does more to encourage pro-russian militants in eastern ukraine to disarm. there's always the possibility that tomorrow or the next day russia takes another course, he said. do i think they're going to do that? so far, the evidence doesn't make me hopeful."
"cnn-95e3bb482c3a11d96ebbf709d2e84132","(cnn) -- the threat of tougher u.s. sanctions against russia over its actions in ukraine loomed friday as the crisis showed no sign of easing. in their sights: key putin allies, high-profile russian oligarchs and possibly russian institutions and companies, senior u.s. officials told cnn. according to the u.s. officials, the additional measures could come as early as friday. the new sanctions will be an escalation, one official said. it comes after top u.s. officials -- including president barack obama -- vowed more punitive international actions targeting russia's economy if moscow, in their view, continues to escalate the situation. u.s. secretary of state john kerry called russia's actions in ukraine a full-throated effort to actively sabotage the democratic process through gross external intimidation. if russia continues in this direction, he added, it will not just be a grave mistake, it will be an expensive mistake. russia also ramped up its rhetoric thursday. russia's defense chief ordered new military drills near the border with eastern ukraine, after ukrainian forces said they killed five pro-russian militants in an operation to clear roadblocks near the city of slavyansk. and russian president vladimir putin told state media that if the kiev regime has started to use the army against the population inside the country, it, beyond any doubt, is a very serious crime. this, he said, would have consequences for ukraine's interim leaders and for relations between the two countries. competing claims. only a week has passed since foreign ministers for ukraine, russia, the united states and the european union agreed to a deal in geneva, switzerland, aimed at easing the crisis. but that pact -- which called for all sides to refrain from violence and for illegal militia groups to disarm and quit occupied buildings -- appears to have faltered, if not failed. pro-russian militants remain holed up in government buildings in around a dozen cities in eastern ukraine. and efforts by the ukrainian security services to dislodge them, in what it has termed an anti-terrorist operation, risk provoking more violence or perhaps direct russian intervention. the united states has accused russia of supporting, arming and coordinating the separatist militants -- a claim moscow denies, saying they are simply local self-defense units. russia in turn accuses the united states of running the show in ukraine and says it must do more to hold kiev to its side of the geneva deal, saying the interim government must disband right-wing, ultranationalist groups. however, kerry on thursday praised what he called positive efforts by ukraine's government to implement the geneva deal while rapping moscow for having refused to take a single concrete step in the right direction. he pointed to peaceful protesters ... armed with grenade launchers and automatic weapons, self-defense group members wearing brand new matching military uniforms and speaking in dialects that every local knows comes from thousands of miles away and the reported arrests of russian intelligence operatives in ukraine. kerry: window is closing. kerry warned that the window to change course is closing for russia -- and that its leaders face a choice. if russia chooses the path of de-escalation, the international community -- all of us -- will welcome it. if russia does not, the world will make sure that the cost for russia will only grow, he said. obama, speaking thursday in tokyo, said that the united states was teed up to impose additional sanctions, with only technical details and international coordination to finalize. unless and until the additional u.s. sanctions are announced, it's hard to judge how much they will hurt russia. previous rounds targeted individual lawmakers and businessmen seen as close to president vladimir putin, as well as a bank, rossiya, believed to serve the president and senior russian officials. the european union has also imposed its own asset freezes and visa bans. but russia's stock market and currency tumbled thursday as investors and traders worried about the worsening situation in ukraine. russian prime minister dmitry medevdev acknowledged this week that the sanctions, coupled with other factors, were impacting russia's economy. russia's benchmark micex index has fallen by 13.5% since the start of the year as investors worry about the cost of a full-fledged military confrontation. the russian ruble has declined by roughly 8% over the same period."
"torontosun-e882541a6e0517480020353732c3b853","london, ont. canadian soldiers will take part in nato military exercises in poland, in response to the deteriorating situation in ukraine, prime minister stephen harper says. harper said the exercises are in response to the putin regime's persistent military presence and illegal occupation of crimea and other parts of the ukraine which threatens the civility and security of eastern and central europe. the prime minister made the announcement during a news conference friday in london, ont., where he visited a community college and rolled out details of a federal youth internship program. fifty soldiers from the princess patricia light infantry based in edmonton will take part in the exercises next week near northwestern polish town of swidwin. they'll practise parachuting, airborne operations and infantry skills alongside their polish and american counterparts. foreign affairs minister john baird denies that the latest deployment of canadian forces to eastern europe is meant as sabre-rattling to scare russia. we want to send a very loud, clear and tangible message that the alliance is strong and stands ready to honour the commitments that we've made collectively and to each other, baird said in ottawa. earlier this week, canada sent six cf-18 fighter jets to romania to help patrol the skies of nato member countries threatened by russian aggression in the ukraine. hundreds of canadian forces supporting personnel also made the trip. the frigate hmcs regina is also being re-deployed from an anti-piracy mission in the arabian sea to the eastern mediterranean to help bolster a nato naval force in the region."
"guardian-5a22681f56d4d6246c527ec25f368c9f","over in the insurance world, prudential has reported a 35% drop in individual annuity sales to £36m in the first quarter, which it said reflected the downturn in the market through last year as policyholders increasingly chose to defer retirement. my colleague julia kollewe explains: the pru said the implications of the big pension shake-up in the march budget – which means those reaching retirement age no longer have to buy an annuity – are still uncertain. the insurer said: alongside other market participants, we anticipate a disruption to sales, which could be significant, in the individual annuities market. prudential reported 29% growth in new business profit in the first quarter, with asia up 20%, the us 67% ahead and the uk 90% higher, thanks to three big bulk annuity deals. its fund management arm saw net inflows of £1.4bn.  sweeping changes at barclays have just been announced, as ceo antony jenkins finally unveils his heavily anticipated vision for the bank. under the plan, 19,000 jobs will be cut over the next three years - in a bid to cut costs and drive profitability. that's up from the 12,000 announced in february -- with an extra 7,000 investment bankers being let go by the end of 2016. 2,000 of the investment banking jobs will be cut this year - taking the total headcount reduction to 14,000. a further 5,000 will leave in the next two years, jenkins is determined to shrink the investment bank until it is no more than 30% of the group total by 2016, compared to just over 50% now. the legacy of his predecessor, bob diamond, is being unpicked.... barclays to cut 7,000 investment banking jobs by 2016 - and increase job cuts across the group in 2014 to 14,000 from 12,000 jill treanor (@jilltreanor) may 8, 2014 the size of the investment bank is shrinking to 30% of barclays from 50% now - barclays will become significantly more balanced  good morning, and welcome to our rolling coverage of the financial markets, the world economy, business and the eurozone. busy day ahead, with the bank of england and the european central bank both holding their monthly monetary policy meetings. we're not expecting any major changes, but mario draghi's press conference (from 1.30pm) will be as unmissable as ever. in the corporate world -- barclays is announcing its long-awaited strategic plan, with thousands of investment bankers being let go. morrisons, bt and centrica are all reporting results too. and in the financial markets, shares are expected to rise after russian president vladimir putin pulled a ukrainian u-turn yesterday, and called for pro-russia separatists in the east of the countrry to pause their referedum. ill be tracking all the main developments through the day."
"guardian-ae3091653f621abfef363c591e19619f","foreign secretary william hague says he hopes separatists in eastern ukraine heed the request by russian president vladimir putin to postpone a referendum. but hague says there are no signs of russian troops pulling back from the ukrainian border, despite putin's claims to the contrary. hague is speaking on thursday in tbilisi, where he was meeting georgian foreign minister maia panjikidze."
